kinase,-5P,-5G,-5A,-5C,-5S,-5T,-5V,-5I,-5L,-5M,-5F,-5Y,-5W,-5H,-5K,-5R,-5Q,-5N,-5D,-5E,-5s,-5t,-5y,-4P,-4G,-4A,-4C,-4S,-4T,-4V,-4I,-4L,-4M,-4F,-4Y,-4W,-4H,-4K,-4R,-4Q,-4N,-4D,-4E,-4s,-4t,-4y,-3P,-3G,-3A,-3C,-3S,-3T,-3V,-3I,-3L,-3M,-3F,-3Y,-3W,-3H,-3K,-3R,-3Q,-3N,-3D,-3E,-3s,-3t,-3y,-2P,-2G,-2A,-2C,-2S,-2T,-2V,-2I,-2L,-2M,-2F,-2Y,-2W,-2H,-2K,-2R,-2Q,-2N,-2D,-2E,-2s,-2t,-2y,-1P,-1G,-1A,-1C,-1S,-1T,-1V,-1I,-1L,-1M,-1F,-1Y,-1W,-1H,-1K,-1R,-1Q,-1N,-1D,-1E,-1s,-1t,-1y,1P,1G,1A,1C,1S,1T,1V,1I,1L,1M,1F,1Y,1W,1H,1K,1R,1Q,1N,1D,1E,1s,1t,1y,2P,2G,2A,2C,2S,2T,2V,2I,2L,2M,2F,2Y,2W,2H,2K,2R,2Q,2N,2D,2E,2s,2t,2y,3P,3G,3A,3C,3S,3T,3V,3I,3L,3M,3F,3Y,3W,3H,3K,3R,3Q,3N,3D,3E,3s,3t,3y,4P,4G,4A,4C,4S,4T,4V,4I,4L,4M,4F,4Y,4W,4H,4K,4R,4Q,4N,4D,4E,4s,4t,4y
MEK5,3926992.37,4232585.56,4060926.75,5723493.12,7204139.57,12241376.25,3705598.52,3762716.25,3883009.82,3906248.03,5255662.3,5821089.81,5871150.92,5123451.65,4771543.93,5226280.54,3638047.82,3928435.99,3945763.34,3636409.03,5649727.88,5649727.88,4734422.33,4034229.65,4836164.56,4392133.01,6185735.73,4332548.1,7247644.62,3536664.99,3307787.94,3503056.79,4222752.63,4849431.92,4992170.6,6156674.53,4898061.41,4949864.19,5566207.76,3730595.98,4237119.31,4436957.74,4393805.69,5238774.24,5238774.24,3735209.76,4795261.3,5209353.37,4577839.12,6840670.16,5670203.47,7769536.54,3071254.6,3341164.84,3795511.89,4230316.93,4316448.53,5117259.62,5284020.95,4594410.25,4842769.92,6920442.84,3665345.96,4067467.36,4479865.88,3990565.51,5993180.4,5993180.4,4848007.19,4102351.81,4286756.81,4583241.1,6771458.21,5558791.87,9243768.38,3512019.85,3170546.37,3827073.95,3941162.87,7963630.49,6518962.79,6234348.22,4598667.22,3779234.47,5585174.7,3827577.66,3894492.1,4238498.86,3333809.61,4870964.85,4870964.85,5933934.12,3434028.33,5059463.13,4181115.9,6263336.62,4721618.52,6017208.47,3019580.78,2995009.83,4523760.86,4716791.4,3814450.53,4960729.85,3715285.36,4861235.71,4826546.81,6368220.99,4113765.03,4579390.57,3898479.11,3099083.42,3582645.49,3582645.49,4133681.46,2365488.96,2616688.85,2673801.52,7203301.69,4359877,6878575.78,4454506.49,5649406.73,4475445.38,6019818.09,4152193.72,4233119.99,6332164.35,3298530.37,3244772.63,4079204.29,3123676.92,3111929.85,1685686.48,1748166.58,3355153.29,3355153.29,2144022.79,2610149.26,3233581.96,3484544.5,5020959.02,5867351.93,8429940.03,3179157.09,3097323.59,3073674.32,4010155.75,3939638.94,6789112.8,5883384.23,9926769.74,5584177.03,6610484.51,3964812.58,4041314.77,2059947.87,1959710.86,3144665.62,3144665.62,2093837.2,3051071.5,4056093.21,3173894.54,5339384.67,4332641.45,5568154.55,3338963.64,3929953.58,4322837.79,4541128.06,5530411.4,5546677.26,7015907.9,4704356.62,4876922.99,5801426.48,3652323.68,4116741.12,2530732.52,2491090.74,3134750.9,3134750.9,3092816.42,4453409.36,4199502.54,3687074.4,4547247.3,4241169.7,4982886.14,3257925.41,3781327.63,3517935.62,4025725.13,4083477.53,5095309.94,5223055.5,4507153,6261538.81,6003917.96,4591287.85,3753305.64,2518197.56,2610123.32,3332882.32,3332882.32,2399220.72
MEKK1,135081845.1,210842779.1,130759200.3,168839776.3,155848698.6,227385520.9,82170565.37,102615039.4,71376036.46,105147379.3,105770347,137957732.5,113378134.6,149741831,113264374.1,147492778.6,96151890.6,137131856.8,153025757.4,155707246.3,132524160.1,132524160.1,172188428.5,154402505.9,215683263.4,164642968,197588317.9,254417312.2,271995768.5,119166663.8,117008921.4,115999839,128726843.7,172130203.7,159267346.7,249992195.5,190517560.4,145833329.8,154769105.6,135909756.1,161596451.5,196533007,175698331.5,154437881,154437881,133662992.7,126566180.7,160379439.7,119427250.4,166138115,131647978,173017718.8,71383459.92,94752513.76,86182570.33,129747706.6,96228829.36,128949572.5,141488226.8,133134131.1,73566608.95,95673191.83,87074893.32,110473277,116174964.3,127039356.6,116985497.1,116985497.1,136040183.5,116395122.5,181429132.9,149178988.1,212352581.4,218712775.9,312667346.4,80534857.1,95628844.21,143176963.7,178867296.3,139858521.2,161078590.2,130757728.5,184741221.1,89378319.69,115351410.3,143127349.8,175364316.3,153601833.8,118991572.3,126022515.6,126022515.6,110359766.2,105236718.8,144141728.5,82515247.51,109926477.1,93915569.88,173258811.6,56456037.1,61580927.15,83764910.43,144638187.2,87290486.19,100821959.4,70616608.17,222970177.7,93229599.83,162695147,128221546.8,184731133.4,159606583.1,115512361.7,80098680.62,80098680.62,93829130.83,40697885.41,93236069.61,63813849.81,135599579.3,101460196.9,187037093.3,210736625.9,278686902.7,155656580.1,222743589.6,133023535.7,136708712.4,140909842.6,101260248.6,70450374.84,99340602.57,114290456.4,81686746.8,38418525.6,36740350.74,59787077.45,59787077.45,58779664.83,65620618.27,101364404.2,123443441.7,155149679.2,142981975.1,189388003.8,87587470.02,92994960.77,55154098.92,116485508.7,69737113.56,131799505.7,89919910.32,142791605.4,176389564.2,281831951.2,92921157.94,155554963,82202159.55,49414449.95,45346780.48,45346780.48,41483725.1,106899587.3,134999784.6,103559823,152829476.1,166154167.5,201621498.3,112282259.4,187016616.6,186540012.2,202246578.7,161474939.6,188591456.2,195167166.1,142781521.6,137582444.5,171646888.5,100126552.3,100444863.3,63570460.74,54550944.7,71384088.18,71384088.18,86053994.43,103199523.9,127419527.9,82798991.52,120079746.4,98696376.54,124523156.6,73812880.24,126567530.2,102168643.2,122953029.8,98154781.01,120928967.5,133541182.3,137147183.2,116341055.4,178933107.9,91933310.96,113557255.4,90971099.98,79412760.16,71958907.7,71958907.7,77766598.35
MEKK2,126167310,155263035,142387505,160010770,277641836,588609163,129990103,105252238,94458111,110551709,117436309,121893026,137065551,135330654,136238452,120788027,95451166,112290404,173620853,147624334,202673440,202673440,154165868,149373638,180262750,157421717,177247841,244460677,342856558,124560565,107119293,109869519,131685227,147994968,127287289,139608853,149103155,138705000,143510117,116391381,140794302,219701339,210165340,179746744,179746744,147048223,143355316,231034600,136151795,197637612,193542056,295156931,97426028,84829768,97376779,130790379,109201907,108625185,104214758,124400742,137880135,165402246,114107908,150397518,224766960,213468040,267136864,267136864,182081433,117381242,177959529,167476626,223824930,201080731,347508313,137077303,114800545,98631753,121259981,153567031,203784072,128779118,154348280,107140366,106083434,119514191,116043908,223595057,133476670,181700113,181700113,290334768,89516389,196807055,144353951,167867260,151429369,178502398,101030974,76338818,125777896,154871566,93622273,144222575,92093799,189551138,165789584,193272169,155033061,162150885,150494435,130082431,98499151,98499151,150625291,50248008,106724317,123599994,189048408,128689273,218663044,179773888,195698612,158704304,223277204,100824791,113796634,222684632,117239350,88682013,134571000,124963792,75535433,37164505,36361765,78991253,78991253,51633301,55857376,92011416,121085841,137010096,201793114,279179169,114864000,87733273,96354305,141191912,96626999,262399670,136781235,305943436,210012000,268920297,138956657,125188431,57255022,47759169,65289630,65289630,57112298,80550190,121272082,112495308,145879362,156008792,185138070,120018714,153320293,162446310,153835483,204241990,167968254,211690697,149188833,152255522,184509329,126903530,128136231,88390939,66885485,83701236,83701236,90463473,177204771,139350221,147125283,135097567,151627905,152724394,115943933,124558608,130389974,134614046,110175452,121206485,129178179,139593721,270267753,238377894,158899028,99864557,80534602,98110414,108187648,108187648,77645487
MEKK3,12627910.18,15559148.87,16237095.97,18429840.49,38290034.12,60523436.72,15697399.73,14747845.2,15200666.88,16029597.77,18878271.31,18273274.5,20604178.6,19191857.41,19601757.38,17893805.29,14296821.52,17557342.52,19062827.86,17142975.67,42017096.26,42017096.26,27672018.96,13818134.68,17132122.68,16846040.4,20070847.11,29089505.79,33433842.62,17196859.8,16738383.67,17455353.03,19788956.58,17925428.42,20614242.92,20176530.87,18423367.09,20680944.48,20458171.36,13909373.93,18956100.67,25858505.68,23121969.73,34074255.74,34074255.74,19236530.58,13001505.21,23884359.49,13295541.06,19699189.39,25752752.9,31540066.23,17468171.15,15769010.7,15316571.36,16230385.26,17016368.31,16416629.21,17644326.63,16524320.19,17952732.02,23114975.76,13854710.23,18729724.51,25047147.15,24643884.12,42663458.12,42663458.12,30648759.98,13128862.98,17478793.58,16660288,26612974.43,27439547.66,37630199.17,20381151.61,18364449.24,14328853.29,18246930.14,19673895.46,23581258.93,20824483.48,17751114.35,10653315.59,16508143.15,15118669.34,16809120.99,29847567.2,17274471.96,39188966.61,39188966.61,45410062.98,9721567.98,25153825.38,16895757.9,20414729.74,18687731.06,19777408.16,13798530.33,15084546.7,18608676.69,19035900.62,18203175.06,20380334.32,17138040.21,25089368.15,23724924.83,31002600.47,16827854.69,26255812.31,25881112.43,20369349.61,24811070.57,24811070.57,31466270.03,5218601.43,9254946.27,10934605.91,20811217.93,15689114.27,25124685.7,21900197.97,27094241.68,22903265.12,26679416.8,20304609.18,17071778.32,39788058.4,11953915.61,7919694.7,12208569.73,10517033.06,7362015.75,4670422.31,4944441.34,17154157.66,17154157.66,9603287.03,4764804.49,9133844.25,12799996.37,22574077.69,34019148.66,36430810.25,15728098.4,13934178.75,15119525.14,19619365.63,16529845.56,28067153.84,18594889.12,47739207.56,26485740.99,31221376.11,16787005.44,19258827.39,12033698.36,10088981.37,26082717.64,26082717.64,12924182.99,6661787.35,16700264.56,13123392.03,21905649.53,21618718.87,22924979.69,15905325.57,18563544.4,22197610.15,20559040.21,25494893.77,23303772.54,28920453.21,18956687.9,21894556.67,21325087.4,13847377.27,18312864.73,14155570.67,13991712.24,15213418.83,15213418.83,19626245.32,18095942.67,16670265.67,17566371.17,21307093.67,16180868.66,19212433.13,13537793.42,17716153.27,15143728.75,17563854.08,16896330.65,18838833.41,18733781.73,15838656.61,31316147.94,24882094.78,19665553.59,17742993.17,13979008.54,19257836.28,25253816.72,25253816.72,14435285.02
MEKK6,149046673,159149646,159155169,217003346,242471366,423303259,137714604,84831771,118943400,120145023,120988328,121801245,145667049,171849124,181966361,197809103,158137665,142240249,83343712,98475786,126449769,126449769,126855239,115101389,152527953,143795058,221280533,246528578,443955875,141833797,101232558,106177655,182985496,129862933,165736381,156214835,184586861,182163652,164181756,142185229,133744816,82259991,89544126,118009409,118009409,102793262,95573333,142011097,153269039,230382609,207248001,350622412,121432532,90863316,112699798,106076156,107622533,144929748,153726726,166314756,126979656,191172535,133061475,125610251,58477358,69225816,89464376,89464376,97210571,133449816,135645433,172768297,269631674,259982252,444255342,154796212,100871277,105898665,87079584,71453559,112339176,85897528,132871269,111598217,157144538,143640113,162324354,41994922,41963058,103282526,103282526,62873589,96923594,206137275,144242866,187988173,159973557,152317344,99140724,63645862,87089393,122541898,63187363,146870463,102884129,120974479,118934086,186291808,96328245,101686283,39590905,42324786,62091963,62091963,72777753,32350051,65235959,122448015,206112007,122475329,304258490,147578894,114826700,123931066,157640703,67561070,187199239,126172469,128157667,38943100,54210568,77028761,68851198,16796894,23250535,54990266,54990266,38445012,65042192,101764509,117112544,182944160,316108949,594493365,94658585,74125447,118959174,131965217,118286269,301332823,154850912,184142807,200901024,267576586,108279121,109416834,39716139,29975186,76342018,76342018,38328912,114448468,109582453,127940222,180691066,162696087,273459192,102337339,63071715,124556443,103510746,117061949,135305716,114356253,106084102,131590782,163674429,98471130,82569985,39537865,34806562,70877350,70877350,63914742,118425653,141916698,114752814,182635010,123553646,198303026,108466783,135895720,101352519,115460055,132464264,151701679,121402191,160843321,231560572,211556867,118423613,104476417,47135400,45736056,33229778,33229778,45322378
MELK,96348026.86,82802188.96,86789363.92,88928869.21,105951638.6,96974401.74,76245123.91,105914459.8,165128337.8,114381853.2,110117604,75463342.89,71750357.9,81588238.09,139909982.4,156048695.9,84524818.77,66619282.88,41733053.59,36727640.34,47597305.4,47597305.4,48442848.89,109584729.5,133419439.5,121387595.4,107296641,141779222.1,119538199,75738245.16,72246080.89,82257383.29,97549462.83,72792256.89,89724739.17,118959199.5,119719353.8,224590539,195612656.3,91187310.48,109858531.6,50742551.68,71044711.64,47304918.32,47304918.32,41312363.01,82663907.98,77842539.46,83357618.85,80463175.11,148772140.8,111252608.8,43365804.64,38154252.21,50007325.86,53317987.41,52564331.34,71903406.38,74428381.32,129981056.9,301030269.8,591137929.5,86332220.2,81671354.97,24803111.71,28187825.47,36301360.55,36301360.55,36511546.64,41626444.78,77468490.01,122866705,122969000,254480060.5,170279613.5,88690578.56,66236884.12,67630749.7,94465895.82,106594780.9,132286692.5,114353519.9,132090440.6,161626341.7,178109797.1,140602447.7,108081070.2,24950530.55,30326496.34,35113002.92,35113002.92,29303200.11,92432347.93,61374642.09,67037605.8,72139653.97,140212127.2,102187981.5,76365071.25,67581874.23,91923283.03,95280958.93,67327813.92,94372369.3,51852230.92,107851038.7,163049001.5,147471744.8,96936548.98,102804093,42680049.3,40480681.45,26858196.51,26858196.51,61207816.6,17318907.71,95934624.3,102718076.7,115644364.9,174190444.3,124074209.2,71265174.56,51678897.47,76048832.77,115677686.9,233532396.8,122910971.4,97009929.31,100567059.5,140015507.9,173977330.3,155580627.1,84617837.08,35281999.71,45214596.09,65419433.21,65419433.21,55711668.1,48700543.05,64361848.4,78287575.61,87728808.71,212386765.9,125723550.1,125118818.1,133621761.1,145528135.6,136513876.4,75247633.9,76235171.5,65869968.94,83085254.38,69888535.01,104164032.5,58895189.01,71106729.03,26375516.15,22354760.74,29628175.1,29628175.1,33209447.42,58152055.11,89839356.21,78135678.5,125063472.4,163306918.3,86860103.63,83019611.86,80891572,106739559,103565634.7,126837635.7,105145368.7,177905387.6,153966412.9,98583058.06,117453322.6,109805192.5,155520463.1,94783209.9,45851733.11,34682482.28,34682482.28,42988732.99,111244985.9,92625705.6,67911994.22,81879955.77,72728989.15,73597724.09,95775974.39,114393256.2,166916371.3,100208767.6,89642496.24,61104905.67,77004524.78,94860855.04,93349024.48,93939805.82,86432299.27,89716793.57,57523677.77,50644557.48,60116732.06,60116732.06,38575583.19
MINK,89666809.62,102309223.2,109168361,105553232.2,143909100.2,319711687.8,83272319.68,75937228.68,62050478.73,73936005.95,67976068.61,93834767.68,83089125.81,92250002.81,83141843.18,101381594.1,81397376.96,92478487.35,84578153.34,68043182.99,96810540.05,96810540.05,89797361.67,86903513.76,107914763.9,97728735.82,101830067.3,142358312.3,221491005.7,87533990.08,71868708.02,70686570.73,83123278.19,96973425.28,104115491.6,107103622.2,98143098.42,85799229.73,88030110.33,90323049.78,93029993.38,90982961.57,80810489.12,97015122.18,97015122.18,61559099.57,73773136.42,103460200.6,88829604.09,96230774.84,138069738.2,258564441.6,74760460.01,68324745.08,72249062.9,82799761.14,82473426.18,95331577.33,112013328,104729031.9,88110839.83,100192033.5,78464362.54,109479464.1,75569678.76,71313540.95,102642712.2,102642712.2,90323872.32,60238684.03,106250930.8,99047103.86,118820706.5,146840414.9,238599472.9,79788420.78,68683116.91,70497050.7,85051666.88,138717062,166941253,122963073.8,101197175.6,63702421.29,73273226.6,78732776.08,91885943.03,66650693.46,44452942.27,85964458.06,85964458.06,66527019.15,60466597.73,157922575.3,89015297.88,93355837.86,118658826.5,175678533.4,50131514.59,35995211.27,86627248.88,107145407,72736673.92,109246839.3,76932613.26,122486439.7,117299203.7,130632256.4,103963153.6,139638767.8,79852358.1,50136778.13,58827129.8,58827129.8,74592235.77,15808979.94,57775015.34,51829225.91,77981858.01,86591610.17,237584310.6,86584089.19,155551405.3,235431150.5,189051136.3,94898973.2,76654495.34,118586348,63865729.22,54589451.6,53009911.03,47871530.17,55246214.42,14399207.15,15272693.64,57350330.69,57350330.69,22986473.55,99781478.79,99655360.26,82840448.81,79263312.95,119529960.2,268392907.8,69906902.14,60895924.23,71101505.94,78768212.81,52920151.51,74648988.35,54201903.85,114846871.3,177056417.9,218945445.6,83791679.23,85855426.12,64074854.9,68671370.67,56869334.78,56869334.78,42317561.75,82461148.19,88650192.87,79866552.22,63730172.41,91691062.11,195550147.1,71422802.08,67048915.24,80281094.22,62964687.82,70582219.62,71932687.89,85728164.4,115213389.1,217120273.9,255227810.2,75573506.53,66594610.16,42919445.4,37426419.58,68769591.76,68769591.76,57526598.64,82252864.07,112010883,86354086.97,77097252.37,82763119.39,147806766,64862638.39,85736631.09,65491279.75,78256344.89,46550503.69,71343885.96,93291297.11,106091594.7,169520247.7,151994614.4,80786286.79,90338041.82,48512420.87,50105803.25,52446829.86,52446829.86,44500378.91
MLK1,138864687.7,174044120.1,172776318.7,192485500.5,269357667.7,232843855.9,140161797.1,136800385.1,113690910.7,127573808.8,150954233.4,147812172.2,139979227.9,151840032.3,136112776.7,162793870.9,139074091.3,166525894.7,223262940.9,200846462.3,242200156.4,242200156.4,238274825.8,172170741.6,204626780.4,196161502.7,203267342.4,336435313,261616092.7,144402492.2,127593567.9,131937008.4,161653072.7,143219054.4,129524146.7,155143296.7,166173174.7,173554411.4,197578615.2,162494306,165390139.2,273297412.8,251774316.2,268854101.1,268854101.1,176615784.7,181654445.6,190629429.6,168731664.5,188308074.1,267849041.9,226056387.7,126196478.4,124094440,125349444.3,136555018.1,179846754.4,170240458.7,139358425,174014571.7,108746608.8,149657540,146365587.1,165081114.7,183727076.7,218483544.1,289627170.9,289627170.9,243085051.8,253915717.5,150345369.8,147464405.6,191122026.7,266191414.8,221789858.7,113107333.3,115265916,132904440.7,150184555.2,215257786.1,172150996.8,182179886.4,182417701,84279592.84,131823601,173559743,172901579.3,198377517.8,165685677.1,198926793.5,198926793.5,191621295.6,128765215.4,87250302.17,131423803.2,173331842.3,243564089.2,217115091,145178899.3,149373479.8,179471006.3,207203683.1,198572436.9,188243809.1,161017942,215551101.4,177056177.2,209863214.8,153654339.9,182514258,168757159.6,141910399.3,162277479.6,162277479.6,214880300.8,33812760.66,111700909.8,135442416.4,168249866.1,265542964,228597942.2,243434365.2,211837581.8,157831109.4,208671336.9,262074902.6,125791030.5,193845218.5,200308738.7,193244382.8,252338728,195849223.3,112135538.4,50099554.04,80064599.6,134314336.3,134314336.3,102332364.8,65774010.2,132696203.3,120412771.4,132694475,378808406.9,250363907.7,109741311.1,114493491.1,109091746.3,95184458.75,108333960.2,206476718.9,125366546.3,302852847.1,513107458.8,629971435.1,165554310.8,152453681,66137916.24,83921849.54,128232193.1,128232193.1,68518080.36,91342665.55,180555548.8,162225720.1,186111232.7,321215606.8,189792910.7,144968525.9,157507869.3,201759550.1,181252257.7,263008754.3,203677841.1,217151627.5,233402696,288973640.4,266932862,134997058.2,145144485,111391488,112668388.7,123285017.5,123285017.5,129171297.4,169202192.4,166457554.6,154217087.6,148608397.8,227216595,195106901.7,124574488.2,136761136.7,136681708.5,154717136.7,133793017.6,116938622.5,170058818.2,161627781.8,314960136.8,292802486.7,153227845.1,153739657.6,105994723.5,116838410.8,164469290.2,164469290.2,101009666.2
MLK2,160704249.6,174541541.4,185250203.7,229719614.9,216772628.8,203688720.4,106174712.1,74773233.97,89403117.01,91047799.29,110257275.7,111012622.1,155851998,146961082,119583922.5,125919030.3,119299314.3,127223687.2,139767613.1,95847866.77,124535921.6,124535921.6,91618356.84,195472082.5,178456398.6,153557860.6,209374336.8,269969471.1,235075697.3,79430365.48,67529083.24,87129199.96,109846496.3,86561613.96,105338827.5,136485277.4,138952007,134857064.1,119506829.7,131541182.2,146687031.3,138391700.3,113600732.9,114141956.4,114141956.4,76937398.18,171304089,144718044.5,127071395.8,168222463.6,228654726.4,204690627.1,75371540.66,54849081.69,82767550.59,93002560.72,105904808,115534735.9,112931339.8,135269860,109214788,86296639.79,142862743.2,174328017,100557351.8,93626247.7,96192287.93,96192287.93,80025605.63,197837156.9,96273362.83,102425475.1,167994553.9,174169905.2,183667622.7,62236856.28,53352835.12,83397234.9,136914910.1,152014527.2,155585065.9,158312226.1,126457612.2,54317749.94,60147968.76,118861834.6,113802129.2,62735632.16,61729038.49,74646141.25,74646141.25,55463900.29,102310361.9,64976001.87,94944288.07,117598414.1,180353957.1,214012647.9,86824366.23,70064134.43,104863531.6,122359788.7,112846147.5,124075709,115419968.1,149537436,131460820.4,117751242.9,147688933.6,132900358.5,83548564.54,70046337.6,67926630.1,67926630.1,92851182.35,32271265.39,100784688.6,99594684.56,161205888.6,198549677.2,208487290.4,94957944.09,78038474.71,77094156.05,134202838.4,154386235.1,98640248.94,105898534.7,166162069.6,113381593.6,136172729.4,155442149.6,98557155.52,28260981.46,40756151.8,58317760.13,58317760.13,45910879.85,68886458.02,77026229.83,94806536.76,128047197,231004499.4,206437661.7,65333670.27,45767602.01,57672703.91,65257620.99,61928299.14,143217585.8,112170340.2,217307389.9,189283806.8,232352958.9,127073810.2,109605151.8,40971615,40335515.68,51785933.23,51785933.23,32038218.62,118616722.7,159528969.8,118584664.8,192713802,264164715.3,225916548.4,88794819.79,86786458.86,100770245.2,110591344.2,133896843.1,129849898.7,144259562.6,150816783.4,113589178.8,108515770.5,119317257.2,119121369.8,56828339.25,49266600.24,69931870.15,69931870.15,58323325.27,194426853.4,163404050.8,141868981.7,203424884,213083929.2,218709336.3,88906308.33,80592711.7,85746438.4,85322316.62,89044981.39,95110029.36,105522396.8,122417792.9,164224364,104347194.4,154776614.5,120712824.3,82329695.6,65560740.82,72551825.58,72551825.58,51690552.08
MLK3,16866323.72,16684994.38,14583608.55,18781526.29,21802250.04,19208542.78,10869199.6,6106744.29,9399345.04,7625182.48,8607305.94,8551553.67,6277339.72,13707600.82,14481768.58,11948884.71,10407124.77,11982275.96,21457869.3,14945663.92,14601063.78,14601063.78,12941015.01,20576595.12,16856752.86,12864983.62,17407632.16,23453780.96,16772379.96,7040280.69,6662413.8,9087997.48,9437915.17,10068851.69,11582804.76,11637805.05,12975278.48,11343551.68,11565958.72,11207930.13,11926344.09,20886570.96,18395916.84,17390438.55,17390438.55,13349246.3,19031112.62,15862312.38,12275739.92,23092748.68,21586623.57,14564034.55,6750309.37,4970132.59,7597798.89,9706574.63,9771132.96,12093606.27,8768675.75,14456277.53,10841432.13,10439634.46,11016421.24,12796262.89,15556556.67,15679075.63,13752669.77,13752669.77,14750852.21,25230416.64,11503430.05,10713488.92,23849587.05,14412246.36,14263636.03,8490727.8,8389167.04,8047550.12,12612240.31,12182905.28,12892605.03,12689345.76,10021671.96,5993411.24,7386917.01,7403578.17,10348661.12,11715094.97,9707842.03,11146186.09,11146186.09,10593876.23,10179930.49,5046959.41,7940899.37,12909508.21,17945583.12,17389846.4,8582314.83,5806679.17,10533564.96,14271274.65,8820639.16,16461172.64,10328730.28,16880765.85,14424223.73,15336438.17,10030811.8,12859420.03,11841237.53,9920425.15,7632579.1,7632579.1,12056133.06,2642441.63,6554150.61,6452176.8,14888662.04,16029950.83,14554947.3,8914621.91,6172065.09,7007383.96,13297364.71,11385756.87,11292938.99,12731837.16,13390300.97,17691644.89,23495474.51,13129254.98,6904470.1,2575205.31,4184494.17,8839066.34,8839066.34,4918055.36,4578277.26,5955798.66,6822874.53,11270484.26,25178078.34,16105500.52,4779754.2,5104661.74,5299042.45,6379943.86,5469251.9,16768344.56,9481188.78,19867314.15,50770001.94,54547821.59,9172621.11,8666310.18,3884350.33,3713468.19,6191821.55,6191821.55,6870724.41,7134857.94,12249171.94,7904703.6,16008046.52,20100021.3,13232142.57,8414729.71,6252711.24,11142439.82,8268962.19,13425221.93,12983482.14,12927455.9,13008386.33,24268624.63,21113205.96,8378797.83,10804661.72,5984707.41,4955228.45,7683876.69,7683876.69,6765204.66,18650357.64,12193024.56,9222512.15,11386080.67,12949985.46,11775814.48,7656952.02,7165111.13,6978823.07,7767508.43,8827039.85,9287885.08,6245155.32,12697197.32,37028403.5,23810760.01,10368943.98,9873842.87,7014623.24,6506576.02,8113188.1,8113188.1,5373960.69
MLK4,33053715.55,38171838.87,32852151.56,32021123.22,49111310.95,37178109.12,20959832.4,14908714.72,18699562.2,20088506.65,25173196.76,27220645.9,25336395.34,32626524.27,31573348.24,34741027.31,30406184.49,31044906.89,55269509.94,49928878.63,41438443.79,41438443.79,37382530.36,39661260.57,45859308.75,35056025.56,41951450.39,60281029.18,49522287.04,19892023.66,16387421.52,17155463.08,27312091.09,22574096.83,26011089.36,29600101.44,37507805.39,27726976.1,30136953.63,32332371.04,38851159.09,61423850.19,60455486.5,42854098,42854098,37152388.8,37000740.47,36495998.35,29079876.31,37539116.95,49297252.26,40783787.84,15463252.36,12642621.94,16977392.55,25118495.79,24597899.74,31639701.02,27180846.74,37169553.33,21863798.52,25454573.47,36262099.57,37883197.92,53652526.65,61324632.48,57454237.39,57454237.39,36532684.7,51902543.26,27824953.99,25580665.96,40135996.29,33479246.74,35430163.43,14572918.2,15071407.32,19597411.97,29037982.8,28596162.9,33013096.54,25502026.56,33313680.33,9982515.62,16642450.44,29407437.84,33159677.06,43362952.55,40238948.93,30704810.75,30704810.75,28380996.15,18629238.27,10583703.43,21329824.07,26423158.56,34179002.45,33295500.37,24004998.01,14655963.11,19512864.12,25078719.32,24023994.72,45847517.04,32528007.56,40030566.59,28212375.86,38304887.99,28128314.88,39343382.67,33858297.38,22520002.23,22029623,22029623,50208836.03,3783524.89,11944366.99,13480870.16,26795680.37,32210396.03,37688848.3,40525180.23,26240197.67,14820829.9,32799116.38,31054200.65,18530217.75,14429253.74,24718110.08,25507187.33,39217678.99,23621982.82,12655662.59,4975278.36,8894991.05,23158370.63,23158370.63,12334326.54,5836963.53,12860822.91,14772468.45,21600989.85,43334711.75,25904614.49,13791370.94,16275328.18,16426808.59,15118431.72,12292825.98,53391535.58,61752828.63,68102025.27,72268799.62,121340815.7,28518699.5,20225897.77,7234364.51,10476969.64,13544011.17,13544011.17,13822233.78,11630689.69,23281281.06,21093439.95,35559637.99,37920239.61,29640803.03,23704692.18,20767721.51,33377331.68,25755444.46,31478188.04,41096466.27,41133329.17,47188604.75,44462041.44,54813051.68,24817718.28,24232098.98,13516204.28,14851225.02,19417457.92,19417457.92,20251179.08,47683762.84,36371530.39,29196201.92,28992423.87,31474863.16,30724753.81,24628327.47,20324702.89,18954397.28,23586929.4,20679835.2,21618429.54,22957639.44,37905648.12,71193140.32,69667439.73,38072524.22,28478756.47,22304938.85,22093456.89,27816469.18,27816469.18,16969155.74
